admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-07;2018-09-18;12;1445.9169921875
ML0101;1;2020-09-07;2020-09-30;24;1739.990234375
ML0102;0;2018-09-14;2018-09-15;2;459.5692443847656
ML0102;1;2019-08-26;2019-09-02;8;748.8421020507812
ML0102;2;2020-08-31;2020-09-15;16;879.98779296875
ML0103;0;2018-09-12;2018-09-20;9;1486.42138671875
ML0103;1;2019-09-04;2019-09-06;3;1370.807373046875
ML0103;2;2020-09-06;2020-10-01;26;1681.0198974609375
ML0104;0;2018-09-01;2018-09-10;10;1653.940185546875
ML0104;1;2019-08-28;2019-09-03;7;1759.07861328125
ML0104;2;2020-09-07;2020-09-15;9;1901.860595703125
ML0107;0;2020-09-03;2020-09-10;8;1388.7294921875
ML0201;0;2019-08-26;2019-08-27;2;271.4717102050781
ML0201;1;2020-08-29;2020-09-07;10;386.15960693359375
ML0202;0;2018-09-12;2018-09-22;11;1939.9949951171875
ML0203;0;2018-09-14;2018-09-20;7;4944.44189453125
ML0203;1;2019-09-13;2019-09-17;5;4880.91259765625
ML0203;2;2020-09-15;2020-09-19;5;4810.14697265625
ML0204;0;2018-09-14;2018-09-20;7;4944.44189453125
ML0204;1;2019-09-13;2019-09-16;4;4880.91259765625
ML0204;2;2020-09-15;2020-09-20;6;4811.23828125
ML0205;0;2019-08-26;2019-08-27;2;503.833251953125
ML0205;1;2020-09-10;2020-09-12;3;552.4307250976562
ML0206;0;2020-09-16;2020-09-25;10;4807.88671875
ML0207;0;2019-08-26;2019-08-31;6;769.6194458007812
ML0207;1;2020-08-31;2020-09-12;13;708.7898559570312
ML0301;0;2018-08-27;2018-09-24;29;1128.89794921875
ML0301;1;2019-09-17;2019-09-19;3;863.402587890625
ML0302;0;2018-08-27;2018-09-22;27;442.103515625
ML0302;1;2019-09-12;2019-09-18;7;330.10284423828125
ML0303;0;2018-08-30;2018-09-25;27;1013.3282470703125
ML0304;0;2018-09-03;2018-09-06;4;562.2042846679688
ML0304;1;2020-09-02;2020-09-12;11;636.0226440429688
ML0305;0;2018-08-30;2018-09-24;26;1128.89794921875
ML0306;0;2018-08-29;2018-09-22;25;1415.508056640625
ML0306;1;2019-09-01;2019-09-15;15;1191.1640625
ML0401;0;2018-09-16;2018-09-18;3;4379.244140625
ML0402;0;2018-09-10;2018-09-29;20;2039.949951171875
ML0402;1;2020-09-14;2020-09-19;6;1833.775146484375
ML0403;0;2020-09-15;2020-09-24;10;4193.5595703125
ML0404;0;2019-08-26;2019-08-31;6;498.6182861328125
ML0404;1;2020-08-29;2020-09-11;14;515.9025268554688
ML0405;0;2018-09-13;2018-09-25;13;1795.8270263671875
ML0405;1;2020-09-10;2020-10-19;40;1844.4476318359375
ML0406;0;2020-09-15;2020-09-21;7;4229.435546875
ML0503;0;2018-09-20;2018-09-24;5;3019.3203125
ML0503;1;2020-09-11;2020-09-30;20;3417.84228515625
ML0503;2;2021-09-23;2021-09-24;2;2949.91064453125
ML0504;0;2018-08-08;2018-08-16;9;421.3664245605469
ML0504;1;2019-08-24;2019-08-25;2;438.2337646484375
ML0506;0;2020-10-02;2020-10-22;21;3119.869384765625
ML0507;0;2018-09-17;2018-09-22;6;3199.18701171875
ML0507;1;2020-09-12;2020-09-28;17;3655.6640625
ML0508;0;2020-10-04;2020-10-22;19;3110.427001953125
ML0601;0;2020-09-22;2020-10-22;31;2388.716796875
ML0601;1;2020-11-14;2020-11-28;15;2280.857666015625
ML0602;0;2020-09-23;2020-10-22;30;2467.255615234375
ML0603;0;2020-11-15;2020-12-01;17;2173.75537109375
ML0604;0;2020-09-23;2020-10-22;30;2500.571044921875
ML0702;0;2020-11-18;2020-11-21;4;2082.5537109375
ML0703;0;2020-11-11;2020-12-10;30;1881.009765625
ML0901;0;2018-09-16;2018-09-18;3;4698.3505859375
ML0901;1;2019-09-14;2019-09-15;2;4714.56640625
ML0901;2;2020-09-16;2020-09-24;9;4787.22265625
