admin_unit;events;flood_start;flood_end;duration;peak_streamflow
ML0101;0;2018-09-08;2018-09-19;12;1423.2420654296875
ML0101;1;2020-09-08;2020-09-30;23;1759.916259765625
ML0102;0;2018-09-14;2018-09-15;2;397.213134765625
ML0102;1;2019-08-26;2019-09-02;8;710.1925048828125
ML0102;2;2020-09-01;2020-09-15;15;902.251708984375
ML0103;0;2018-09-13;2018-09-20;8;1461.636962890625
ML0103;1;2019-09-04;2019-09-07;4;1369.079345703125
ML0103;2;2020-09-07;2020-09-30;24;1731.6153564453125
ML0104;0;2018-09-01;2018-09-10;10;1678.791259765625
ML0104;1;2019-08-28;2019-09-03;7;1729.8404541015625
ML0104;2;2020-09-07;2020-09-15;9;1821.5841064453125
ML0107;0;2020-09-03;2020-09-09;7;1360.5220947265625
ML0201;0;2019-08-27;2019-08-28;2;146.1573486328125
ML0201;1;2020-08-30;2020-09-06;8;359.6213073730469
ML0202;0;2018-09-11;2018-09-22;12;1941.6478271484375
ML0203;0;2018-09-15;2018-09-20;6;4948.30419921875
ML0203;1;2019-09-14;2019-09-17;4;4891.9169921875
ML0203;2;2020-09-15;2020-09-17;3;4848.43359375
ML0204;0;2018-09-15;2018-09-20;6;4948.30419921875
ML0204;1;2019-09-14;2019-09-17;4;4891.9169921875
ML0204;2;2020-09-15;2020-09-20;6;4869.72705078125
ML0205;0;2019-08-27;2019-08-28;2;257.6022033691406
ML0205;1;2020-09-11;2020-09-12;2;314.6575012207031
ML0206;0;2020-09-16;2020-09-25;10;4879.57470703125
ML0207;0;2019-08-26;2019-09-01;7;721.2899169921875
ML0207;1;2020-09-01;2020-09-08;8;739.129150390625
ML0301;0;2018-08-30;2018-09-25;27;1134.9940185546875
ML0301;1;2019-09-15;2019-09-18;4;867.40673828125
ML0302;0;2018-08-27;2018-09-21;26;459.11883544921875
ML0302;1;2019-09-15;2019-09-18;4;327.57080078125
ML0303;0;2018-08-28;2018-09-25;29;1013.892333984375
ML0304;0;2018-09-03;2018-09-06;4;555.3536376953125
ML0304;1;2020-08-30;2020-09-12;14;649.203857421875
ML0305;0;2018-08-31;2018-09-25;26;1142.01318359375
ML0306;0;2018-08-30;2018-09-23;25;1397.93310546875
ML0306;1;2019-09-01;2019-09-16;16;1183.3363037109375
ML0402;0;2018-09-11;2018-09-29;19;2012.721923828125
ML0402;1;2020-09-15;2020-09-24;10;1815.4351806640625
ML0403;0;2020-09-15;2020-09-24;10;4174.68798828125
ML0404;0;2019-08-26;2019-08-31;6;471.3089904785156
ML0404;1;2020-08-30;2020-09-09;11;441.1199951171875
ML0405;0;2018-09-14;2018-09-26;13;1793.4732666015625
ML0405;1;2020-09-11;2020-10-19;39;1815.218017578125
ML0406;0;2020-09-15;2020-09-22;8;4199.65771484375
ML0502;0;2019-08-25;2019-08-26;2;266.158447265625
ML0503;0;2018-09-18;2018-09-24;7;3002.369140625
ML0503;1;2019-09-25;2019-09-27;3;2939.321044921875
ML0503;2;2020-09-12;2020-09-30;19;3417.793701171875
ML0503;3;2021-09-22;2021-09-24;3;2932.1123046875
ML0504;0;2018-08-09;2018-08-11;3;409.04888916015625
ML0504;1;2019-08-25;2019-08-26;2;283.1886901855469
ML0506;0;2020-10-02;2020-10-22;21;3131.997802734375
ML0507;0;2018-09-18;2018-09-22;5;3146.121337890625
ML0507;1;2020-09-12;2020-09-29;18;3663.281005859375
ML0508;0;2020-10-03;2020-10-23;21;3131.997802734375
ML0601;0;2020-09-22;2020-10-22;31;2425.48828125
ML0601;1;2020-11-14;2020-11-28;15;2281.3916015625
ML0602;0;2020-09-24;2020-10-22;29;2486.524169921875
ML0603;0;2020-11-16;2020-12-01;16;2171.20849609375
ML0604;0;2020-09-22;2020-10-22;31;2538.36328125
ML0702;0;2020-11-19;2020-11-21;3;2082.85595703125
ML0703;0;2020-11-13;2020-12-10;28;1879.6490478515625
ML0901;0;2018-09-15;2018-09-18;4;4715.20166015625
ML0901;1;2019-09-15;2019-09-16;2;4571.056640625
ML0901;2;2020-09-16;2020-09-21;6;4830.6845703125
